Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
800,Belt,Accessories,55,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually
801,Socks,Clothing,20,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
802,Belt,Accessories,29,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly
803,Pants,Clothing,41,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
804,Shorts,Clothing,38,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months
805,Boots,Footwear,47,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly
806,Dress,Clothing,30,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly
807,Jeans,Clothing,56,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly
808,T-shirt,Clothing,89,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly
809,Shoes,Footwear,96,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
810,Boots,Footwear,81,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
811,Scarf,Accessories,83,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
812,Sneakers,Footwear,35,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly
813,Boots,Footwear,56,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly
814,Handbag,Accessories,45,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually
815,Shirt,Clothing,62,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly
816,Hat,Accessories,84,L,Teal,Spring,3,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly
817,Sweater,Clothing,24,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly
818,Handbag,Accessories,21,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
819,Shirt,Clothing,91,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
820,Sunglasses,Accessories,36,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
821,Sneakers,Footwear,39,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly
822,Hoodie,Clothing,39,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
823,Shirt,Clothing,59,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually
824,Sunglasses,Accessories,27,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
825,Blouse,Clothing,94,M,White,Spring,3,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly
826,Belt,Accessories,94,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly
827,Dress,Clothing,94,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly
828,Shoes,Footwear,51,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly
829,Socks,Clothing,62,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly
830,Socks,Clothing,57,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly
831,Shorts,Clothing,76,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually
832,Gloves,Accessories,63,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,Every 3 Months
833,Jacket,Outerwear,80,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
834,Handbag,Accessories,68,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually
835,Backpack,Accessories,89,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,Boots,Footwear,26,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly
837,Gloves,Accessories,90,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
838,Hoodie,Clothing,28,L,Brown,Spring,4.9,Yes,Express,Yes,Yes,33,Cash,Every 3 Months
839,Coat,Outerwear,29,M,Gray,Spring,4.3,Yes,Express,Yes,Yes,49,Credit Card,Annually
840,Shirt,Clothing,31,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
841,Shirt,Clothing,24,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
842,Sweater,Clothing,88,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
843,Shirt,Clothing,87,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly
844,Hoodie,Clothing,80,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly
845,Sandals,Footwear,48,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,Bi-Weekly
846,Belt,Accessories,21,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,Venmo,Monthly
847,Boots,Footwear,72,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,42,Debit Card,Quarterly
848,Hoodie,Clothing,44,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,Monthly
849,Sandals,Footwear,73,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
850,Jeans,Clothing,61,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24,PayPal,Quarterly
851,Shoes,Footwear,20,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Monthly
852,Sandals,Footwear,86,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly
853,Dress,Clothing,60,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
854,Hat,Accessories,43,L,Orange,Winter,4,Yes,Free Shipping,Yes,Yes,35,Cash,Monthly
855,Pants,Clothing,44,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,Monthly
856,Socks,Clothing,76,L,Gold,Spring,3,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly
857,Shirt,Clothing,33,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,Fortnightly
858,Shorts,Clothing,60,L,Cyan,Fall,3,Yes,Standard,Yes,Yes,50,Debit Card,Every 3 Months
859,Jacket,Outerwear,26,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly
860,Hoodie,Clothing,73,M,Teal,Winter,4,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly
861,Shoes,Footwear,87,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly
862,Skirt,Clothing,100,XL,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months
863,Coat,Outerwear,84,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly
864,Sneakers,Footwear,41,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly
865,Jeans,Clothing,59,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually
866,Blouse,Clothing,26,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually
867,Sunglasses,Accessories,69,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
868,Jacket,Outerwear,20,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
869,Dress,Clothing,83,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
870,Hat,Accessories,54,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
871,Hoodie,Clothing,66,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
872,Handbag,Accessories,42,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
873,Jeans,Clothing,33,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly
874,Boots,Footwear,77,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly
875,Jacket,Outerwear,65,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
876,Sandals,Footwear,39,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
877,Belt,Accessories,51,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
878,Handbag,Accessories,65,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
879,Sunglasses,Accessories,89,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly
880,Skirt,Clothing,76,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly
881,Backpack,Accessories,75,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,Monthly
882,Sandals,Footwear,61,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually
883,Boots,Footwear,35,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
884,Sneakers,Footwear,37,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
885,Skirt,Clothing,91,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly
886,Dress,Clothing,99,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months
887,Shorts,Clothing,54,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly
888,Handbag,Accessories,47,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly
889,Scarf,Accessories,77,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,Annually
890,Belt,Accessories,84,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly
891,Gloves,Accessories,51,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
892,Skirt,Clothing,26,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
893,Shorts,Clothing,64,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly
894,Backpack,Accessories,51,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly
895,Hoodie,Clothing,60,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,Hat,Accessories,69,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,Jewelry,Accessories,29,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly
898,Shirt,Clothing,91,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly
899,Belt,Accessories,70,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months
900,Sweater,Clothing,58,M,Peach,Summer,4,Yes,Standard,Yes,Yes,20,PayPal,Annually
901,Hat,Accessories,98,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
902,Scarf,Accessories,68,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Monthly
903,Hat,Accessories,44,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly
904,Jacket,Outerwear,45,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly
905,T-shirt,Clothing,99,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
906,Dress,Clothing,68,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually
907,Pants,Clothing,56,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,Sweater,Clothing,43,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly
909,Sunglasses,Accessories,99,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,Belt,Accessories,56,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly
911,Hoodie,Clothing,25,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly
912,Pants,Clothing,74,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly
913,Hoodie,Clothing,56,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,Sneakers,Footwear,47,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,Dress,Clothing,67,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,Every 3 Months
916,Dress,Clothing,22,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,Jeans,Clothing,34,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly
918,Sweater,Clothing,64,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,Shorts,Clothing,42,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
920,Shirt,Clothing,82,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
921,Belt,Accessories,81,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly
922,Coat,Outerwear,24,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly
923,Sneakers,Footwear,60,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly
924,Shirt,Clothing,24,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
925,Socks,Clothing,78,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly
926,Jeans,Clothing,88,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly
927,Jeans,Clothing,63,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly
928,Sneakers,Footwear,78,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,Bi-Weekly
929,Dress,Clothing,37,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months
930,Boots,Footwear,94,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly
931,T-shirt,Clothing,78,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
932,Coat,Outerwear,36,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
933,Skirt,Clothing,24,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
934,Sneakers,Footwear,84,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly
935,Jeans,Clothing,47,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly
936,Hoodie,Clothing,51,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,Shoes,Footwear,84,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly
938,Shorts,Clothing,24,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly
939,Blouse,Clothing,97,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,T-shirt,Clothing,89,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly
941,Belt,Accessories,44,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,Handbag,Accessories,35,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
943,Dress,Clothing,91,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,Hat,Accessories,63,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly
945,Belt,Accessories,97,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly
946,Boots,Footwear,38,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months
947,Coat,Outerwear,24,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly
948,Blouse,Clothing,32,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months
949,Hat,Accessories,90,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Every 3 Months
950,Jeans,Clothing,36,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Monthly
951,Backpack,Accessories,37,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly
952,Dress,Clothing,51,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Monthly
953,Hat,Accessories,71,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
954,Sunglasses,Accessories,50,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
955,Hat,Accessories,74,S,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months
956,Dress,Clothing,75,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly
957,Shirt,Clothing,99,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly
958,Scarf,Accessories,23,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly
959,Sneakers,Footwear,53,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly
960,Skirt,Clothing,99,M,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Fortnightly
961,Jewelry,Accessories,48,XL,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly
962,Boots,Footwear,72,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
963,Sunglasses,Accessories,64,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly
964,Boots,Footwear,63,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
965,Sandals,Footwear,51,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly
966,Boots,Footwear,55,L,Black,Spring,5,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually
967,Dress,Clothing,55,M,Brown,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually
968,Hoodie,Clothing,26,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly
969,Shorts,Clothing,67,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly
970,Coat,Outerwear,31,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly
971,Jeans,Clothing,66,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly
972,Sunglasses,Accessories,67,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly
973,Sneakers,Footwear,61,L,Gold,Winter,3,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
974,Jacket,Outerwear,75,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
975,Skirt,Clothing,90,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly
976,Sweater,Clothing,40,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly
977,T-shirt,Clothing,90,M,Gray,Fall,3.6,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
978,Belt,Accessories,20,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Bi-Weekly
979,Gloves,Accessories,40,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
980,Hat,Accessories,33,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
981,Boots,Footwear,98,S,Magenta,Spring,4,Yes,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months
982,Belt,Accessories,42,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47,Credit Card,Quarterly
983,Coat,Outerwear,62,S,Red,Summer,3.2,Yes,Standard,Yes,Yes,37,PayPal,Monthly
984,Hat,Accessories,45,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly
985,Shoes,Footwear,78,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly
986,Handbag,Accessories,80,M,Gray,Fall,5,Yes,Express,Yes,Yes,12,Bank Transfer,Annually
987,Scarf,Accessories,96,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly
988,Handbag,Accessories,47,M,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48,PayPal,Weekly
989,Pants,Clothing,84,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly
990,Shoes,Footwear,31,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly
991,Sunglasses,Accessories,63,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly
992,Shorts,Clothing,97,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly
993,Jacket,Outerwear,99,M,Gray,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly
994,Sandals,Footwear,90,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly
995,Shoes,Footwear,68,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly
996,Jewelry,Accessories,80,M,Magenta,Spring,3,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly
997,Sandals,Footwear,91,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
998,Pants,Clothing,30,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly
999,Shoes,Footwear,90,M,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly
1000,Socks,Clothing,28,L,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
1001,Socks,Clothing,46,M,Red,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly
1002,Dress,Clothing,60,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly
1003,Shoes,Footwear,59,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly
1004,Hat,Accessories,68,M,Green,Fall,4,Yes,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly
1005,Backpack,Accessories,79,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually
1006,Backpack,Accessories,94,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly
1007,Pants,Clothing,83,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly
1008,Gloves,Accessories,62,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually
1009,Scarf,Accessories,85,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually
1010,Hoodie,Clothing,30,M,Silver,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually
1011,Jeans,Clothing,24,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly
1012,Backpack,Accessories,25,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly
1013,Sandals,Footwear,37,L,Teal,Summer,3.8,Yes,Express,Yes,Yes,27,Credit Card,Annually
1014,Belt,Accessories,69,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly
1015,Shoes,Footwear,97,M,Violet,Summer,3,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly
1016,Gloves,Accessories,24,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly
1017,Belt,Accessories,30,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months
1018,Jacket,Outerwear,53,L,Orange,Fall,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually
1019,Dress,Clothing,70,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly
1020,Shirt,Clothing,76,S,Beige,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly
1021,Scarf,Accessories,95,M,Black,Fall,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually
1022,Coat,Outerwear,51,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
1023,Handbag,Accessories,41,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually
1024,Sunglasses,Accessories,71,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months
1025,T-shirt,Clothing,66,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly
1026,Shirt,Clothing,84,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually
1027,Handbag,Accessories,95,L,Turquoise,Winter,3,Yes,Express,Yes,Yes,39,PayPal,Bi-Weekly
1028,Jewelry,Accessories,90,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly
1029,Hoodie,Clothing,36,S,Lavender,Summer,3.7,Yes,Standard,Yes,Yes,4,Cash,Fortnightly
1030,Gloves,Accessories,22,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly
